Code;NameRu;NameEn;NameUa;CountryCode;CityCode;Popularity;Latitude;Longitude
BTS;Иванка;Ivanka;Іванка;SK;BTS;11;48.1667;17.2167
BTU;Bintulu;Bintulu;Bintulu;MY;BTU;0;3.175;113.043
BTV;Burlington;Burlington;Burlington;US;BTV;0;44.4728;-73.153
BUC;Burketown;Burketown;Burketown;AU;BUC;0;-17.75;139.533
BUD;Ferihegy;Ferihegy;Ferihegy;HU;BUD;135;47.4333;19.2333
BUF;Greater Buffalo;Greater Buffalo;Greater Buffalo;US;BUF;0;42.9411;-78.7364
BUQ;Bulawayo;Bulawayo;Bulawayo;ZW;BUQ;0;-20.0164;28.6186
BUR;Burbank Glendale Pasadena;Burbank Glendale Pasadena;Burbank Glendale Pasadena;US;BUR;0;34.2;-118.358
BUS;Батуми;Batumi;Батумі;GE;BUS;2;41.6108;41.6006
BUZ;Bushehr;Bushehr;Bushehr;IR;BUZ;0;28.9492;50.8325
BVA;Beauvais Tille;Beauvais Tille;Beauvais Tille;FR;PAR;0;49.4558;2.1125
BVB;Boa Vista;Boa Vista;Boa Vista;BR;BVB;0;2.83333;-60.6667
BVC;Rabil;Rabil;Rabil;CV;BVC;0;16.0833;-22.8333
BVE;Laroche;Laroche;Laroche;FR;BVE;0;45.1667;1.53333
BVI;Birdsville;Birdsville;Birdsville;AU;BVI;0;-25.8983;139.343
BWE;Брауншвейг;Braunschweig;Брауншвейг;DE;BWE;0;52.2667;10.5333
BWI;Балтимор Вашингтон;Baltimore Washington;Балтімор Вашингтон;US;BWI;16;39.1756;-76.6714
BWN;Бруней;Brunei;Бруней;BN;BWN;0;4.925;114.928
BWT;Burnie Wynyard;Burnie Wynyard;Burnie Wynyard;AU;BWT;0;-40.9958;145.728
BXU;Butuan;Butuan;Butuan;PH;BXU;0;8.95139;125.484
BZE;Белиз;Belize;Беліз;BZ;BZE;0;17.5361;-88.31
BZG;Быдгощ;Bydgoszcz;Бидгощ;PL;BZG;0;53.0967;17.9786
BZN;Gallatin Field;Gallatin Field;Gallatin Field;US;BZN;0;45.7803;-111.159
BZO;Больцано;Bolzano;Больцано;IT;BZO;0;46.5167;11.3667
BZR;Beziers Vias;Beziers Vias;Beziers Vias;FR;BZR;0;43.3242;3.35444
BZV;Maya Maya;Maya Maya;Maya Maya;CG;BZV;0;-4.25194;15.2547
BZZ;F'hjgjhn Brize Norton Raf Station;Brize Norton Raf Station;F'hjgjhn Brize Norton Raf Station;GB;OXF;0;51.75;-1.58709
CAE;Columbia Metro;Columbia Metro;Columbia Metro;US;CAE;0;33.9364;-81.1158
CAG;Elmas;Elmas;Elmas;IT;CAG;10;39.2472;9.06111
CAI;Каир;Cairo;Каїр;EG;CAI;81;30.1375;31.4069
CAK;Akron Canton региональный;Akron Canton Regional;Akron Canton региональный;US;CAK;0;40.9139;-81.4417
CAL;Machrihanish;Machrihanish;Machrihanish;GB;CAL;0;55.4364;-5.68667
CAN;Baiyun;Baiyun;Baiyun;CN;CAN;0;23.3925;113.299
CAP;Cap Haitien;Cap Haitien;Cap Haitien;HT;CAP;0;19.7328;-72.195
CAY;Rochambeau;Rochambeau;Rochambeau;GF;CAY;0;4.81667;-52.3667
CBB;J Wilsterman;J Wilsterman;J Wilsterman;BO;CBB;0;-17.4283;-66.1717
CBO;Awang;Awang;Awang;PH;CBO;0;7.2;124.167
CBR;Канберра;Canberra;Канберра;AU;CBR;83;-35.3089;149.195
CCC;Cayo Coco;Cayo Coco;Cayo Coco;CU;CCC;0;22.5125;-78.5083
CCF;Salvaza;Salvaza;Salvaza;FR;CCF;0;43.2167;2.31667
CCJ;Kozhikode;Kozhikode;Kozhikode;IN;CCJ;0;11.1333;75.95
CCK;Cocos Islands;Cocos Islands;Cocos Islands;CC;CCK;0;-12.1667;96.9167
CCP;Carriel Sur;Carriel Sur;Carriel Sur;CL;CCP;0;-36.7683;-73.06
CCS;Симон Боливар;Simon Bolivar;Сімон Болівар;VE;CCS;5;10.6064;-66.9892
CCU;Netaji Subhas Chandra Bose;Netaji Subhas Chandra Bose;Netaji Subhas Chandra Bose;IN;CCU;0;22.6525;88.4492
CDC;Cedar City;Cedar City;Cedar City;US;CDC;0;37.7025;-113.096
CDG;Шарль-де-Голль;Charles De Gaulle;Шарль-де-Голль;FR;PAR;182;49.0097;2.54861
CDR;Chadron;Chadron;Chadron;US;CDR;0;42.835;-103.098
CDV;Mudhole Smith;Mudhole Smith;Mudhole Smith;US;CDV;0;60.4931;-145.47
CEB;Cebu;Cebu;Cebu;PH;CEB;0;10.3317;123.907
CEC;Crescent City;Crescent City;Crescent City;US;CEC;0;41.78;-124.236
CED;Ceduna;Ceduna;Ceduna;AU;CED;0;-32.1317;133.706
CEG;Chester;Chester;Chester;GB;CEG;0;53.1667;-2.91667
CEI;Chaing Rai;Chaing Rai;Chaing Rai;TH;CEI;0;19.8864;99.8306
CEK;Челябинск;Chelyabinsk;Челябінськ;RU;CEK;26;55.3;61.5
CEN;Сьюдад-Обрегон;Ciudad Obregon;С'юдад-Обрегон;MX;CEN;0;27.3919;-109.839
CER;Maupertius;Maupertius;Maupertius;FR;CER;0;49.6511;-1.46528
CEZ;Montezuma окр.;Montezuma County;Montezuma окр.;US;CEZ;0;37.3028;-108.627
CFB;Cabo Frio;Cabo Frio;Cabo Frio;BR;CFB;0;-22.925;-42.0786
CFE;Aulnat;Aulnat;Aulnat;FR;CFE;0;45.7858;3.1675
CFG;Cienfuegos;Cienfuegos;Cienfuegos;CU;CFG;2;22.15;-80.4142
CFN;Donegal;Donegal;Donegal;IE;CFN;0;55.0417;-8.34028
CFR;Carpiquet;Carpiquet;Carpiquet;FR;CFR;0;49.1733;-0.448056
CFS;Coffs Harbour;Coffs Harbour;Coffs Harbour;AU;CFS;0;-30.3217;153.121
CFU;I Kapodistrias;I Kapodistrias;I Kapodistrias;GR;CFU;2;39.6014;19.9103
CGA;Craig база гидросамолетов;Craig Seaplane Base;Craig база гидросамолетов;US;CGA;0;55.4792;-133.146
CGB;Marechal Rondon;Marechal Rondon;Marechal Rondon;BR;CGB;0;-15.65;-56.1167
CGD;Changde;Changde;Changde;CN;CGD;0;29.0667;111.583
CGH;Congonhas;Congonhas;Congonhas;BR;SAO;0;-23.625;-46.66
CGI;Cape Girardeau;Cape Girardeau;Cape Girardeau;US;CGI;0;37.2236;-89.5717
CGK;Soekarno Hatta;Soekarno Hatta;Soekarno Hatta;ID;JKT;2;-6.11667;106.65
CGN;Кельн Бонн;Koeln Bonn;Кельн Бонн;DE;CGN;21;50.8658;7.14194
CGO;Чжэнчжоу;Zhengzhou;Чженчжоу;CN;CGO;0;34.8;113.65
CGP;Patenga;Patenga;Patenga;BD;CGP;1;22.2575;91.8256
CGQ;Changchun;Changchun;Changchun;CN;CGQ;0;43.8833;125.317
CGR;Кампо-Гранде;Internacional;Кампо-Гранде;BR;CGR;0;-20.4633;-54.6725
CGY;Lumbia;Lumbia;Lumbia;PH;CGY;0;8.41611;124.611
CHA;Chattanooga Lovell Fld;Chattanooga Lovell Fld;Chattanooga Lovell Fld;US;CHA;0;35.0364;-85.2036
CHC;Крайстчерч;Christchurch;Крайстчерч;NZ;CHC;1;-43.4883;172.533
CHO;Charlotesville Albemarle;Charlottesville Albemarle;Charlotesville Albemarle;US;CHO;0;38.1414;-78.4531
CHQ;Souda;Souda;Souda;GR;CHQ;2;35.5325;24.1483
CHS;Чарльзтон;Charleston;Чарльзтон;US;CHS;0;32.8992;-80.0389
CIA;Чампино;Ciampino;Чампіно;IT;ROM;0;41.7994;12.5933
CIC;Chico;Chico;Chico;US;CIC;0;39.7958;-121.857
CID;Cedar Rapids;Cedar Rapids;Cedar Rapids;US;CID;0;41.8844;-91.7061
CIT;Шимкент;Shimkent;Шимкент;KZ;CIT;0;42.3;69.6
CIU;Chippewa Cnty;Chippewa Cnty;Chippewa Cnty;US;SSM;0;46.5;-84.35
CIX;Cornel Ruiz;Cornel Ruiz;Cornel Ruiz;PE;CIX;5;-6.78972;-79.8322
CJB;Peelamedu;Peelamedu;Peelamedu;IN;CJB;0;11.0283;77.0433
CJC;El Loa;El Loa;El Loa;CL;CJC;0;-22.4872;-68.9167
CJJ;Cheongju;Cheongju;Cheongju;KR;CJJ;0;36.7167;127.507
CJS;Abraham Gonzalez;Intl Abraham Gonzalez;Abraham Gonzalez;MX;CJS;0;31.6372;-106.429
CJU;Jeju;Jeju;Jeju;KR;CJU;0;33.5056;126.495
CKB;Clarksburg Benedum;Clarksburg Benedum;Clarksburg Benedum;US;CKB;0;39.2956;-80.2295
CKG;Chongqing;Chongqing;Chongqing;CN;CKG;0;29.5;106.35
CKY;Конакри;Conakry;Конакрі;GN;CKY;0;9.57639;-13.6108
CLD;Carlsbad;Carlsbad;Carlsbad;US;CLD;0;33.1167;-117.267
CLE;Hopkins;Hopkins;Hopkins;US;CLE;16;41.4119;-81.8481
CLJ;Напока;Napoca;Напока;RO;CLJ;231;46.7833;23.6833
CLL;Easterwood Field;Easterwood Field;Easterwood Field;US;CLL;0;30.5894;-96.3644
CLM;William Fairchild;William Fairchild;William Fairchild;US;CLM;0;48.1189;-123.494
CLO;Alfonso Bonella Aragon;Alfonso Bonella Aragon;Alfonso Bonella Aragon;CO;CLO;0;3.54611;-76.385
CLQ;Колима;Colima;Колима;MX;CLQ;0;19.3;-103.65
CLT;Charlotte Douglas;Charlotte Douglas;Charlotte Douglas;US;CLT;16;35.2192;-80.9358
CLY;Ste Catherine;Ste Catherine;Ste Catherine;FR;CLY;0;42.5278;8.79167
CMA;Cunnamulla;Cunnamulla;Cunnamulla;AU;CMA;0;-28.0314;145.616
CMB;Bandaranaike;Bandaranaike;Bandaranaike;LK;CMB;17;7.175;79.8847
CME;Ciudad Del Carmen;Ciudad Del Carmen;Ciudad Del Carmen;MX;CME;0;18.65;-91.8
CMF;Chambery Aix Les Bains;Chambery Aix Les Bains;Chambery Aix Les Bains;FR;CMF;0;43.55;6.95
CMH;Port Columbus;Port Columbus;Port Columbus;US;CMH;0;39.9911;-82.8783
CMI;Univ Of Illinois Willard;Univ Of Illinois Willard;Univ Of Illinois Willard;US;CMI;1;40.0397;-88.2797
CMN;Мохаммед V;Mohamed V;Мохаммед V;MA;CAS;40;33.3667;-7.58667
CMW;Ign Agramonte;Ign Agramonte;Ign Agramonte;CU;CMW;0;21.4186;-77.8497
CMX;Houghton Cty Memorial;Houghton Cty Memorial;Houghton Cty Memorial;US;CMX;0;47.1678;-88.4864
CNC;Coconut Island;Coconut Island;Coconut Island;AU;CNC;0;-10.05;143.067
CND;Kogalniceanu;Kogalniceanu;Kogalniceanu;RO;CND;0;44.35;28.4833
CNF;Tancredo Neves;Tancredo Neves;Tancredo Neves;BR;BHZ;0;-19.6333;-43.9686
CNJ;Cloncurry;Cloncurry;Cloncurry;AU;CNJ;0;-20.6667;140.5
CNM;Carlsbad;Carlsbad;Carlsbad;US;CNM;1;32.3372;-104.263
CNQ;Camba Punta;Camba Punta;Camba Punta;AR;CNQ;0;-27.4497;-58.7622
CNS;Cairns;Cairns;Cairns;AU;CNS;0;-16.8833;145.752
CNX;Chiang Mai;Chiang Mai;Chiang Mai;TH;CNX;0;18.7719;98.9683
CNY;Moab;Moab;Moab;US;CNY;0;38.7594;-109.746
COD;Yellowstone региональный;Yellowstone Regional;Yellowstone региональный;US;COD;0;44.5158;-109.028
COK;Kochi;Kochi;Kochi;IN;COK;0;9.94444;76.2719
COO;Cotonou;Cotonou;Cotonou;BJ;COO;0;6.35417;2.38556
COR;Pajas Blanco;Pajas Blanco;Pajas Blanco;AR;COR;0;-31.3131;-64.1994
COS;Колорадо Спрингз;Colorado Springs;Колорадо Спрінгз;US;COS;0;38.8089;-104.709
COU;Columbia региональный;Columbia Regional;Columbia региональный;US;COU;0;38.8136;-92.2192
CPC;Chapelco;Chapelco;Chapelco;AR;CPC;0;-40.0667;-71.1333
CPD;Coober Pedy;Coober Pedy;Coober Pedy;AU;CPD;0;-29.0444;134.753
CPE;Кампече;Campeche;Кампече;MX;CPE;0;19.835;-90.5094
CPH;Копенгаген;Copenhagen;Копенгаген;DK;CPH;114;55.6081;12.6333
CPO;Chamonate;Chamonate;Chamonate;CL;CPO;3;-27.4167;-70.5361
CPQ;Campinas;International Campinas;Campinas;BR;CPQ;0;-22.9417;-47.1806
CPR;Natrona окр.;Natrona Cty;Natrona окр.;US;CPR;0;42.9086;-106.463
CPS;East St Louis;East St Louis;East St Louis;US;STL;0;38.6333;-96.1333
CPT;Кейптаун;Cape Town;Кейптаун;ZA;CPT;2;-33.9647;18.6022
CPV;Joao Suassuana;Joao Suassuana;Joao Suassuana;BR;CPV;0;-7.26667;-35.9
CQD;Shahre Kord;Shahre Kord;Shahre Kord;IR;CQD;0;32.2972;50.8422
CRA;Крайова;Craiova;Крайова;RO;CRA;0;44.3189;23.8864
CRD;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;AR;CRD;0;-45.7872;-67.4628
CRK;Clark Field Arpt;Clark Field;Clark Field Arpt;PH;CRK;0;15.1833;120.55
CRL;Брюссель Юг Шарлеруа;Brussels South Charleroi;Брюссель Південь Шарлеруа;BE;BRU;0;50.4167;4.43333
CRP;Корпус Кристи;Corpus Christi;Корпус Крісті;US;CRP;0;27.7722;-97.5014
CRW;Yeager;Yeager;Yeager;US;CRW;0;38.3728;-81.5931
CSG;Columbus Metro Ft Benning;Columbus Metro Ft Benning;Columbus Metro Ft Benning;US;CSG;0;32.5133;-84.9411
CSX;Changsha;Changsha;Changsha;CN;CSX;0;28.1867;113.222
CTA;Fontanarossa;Fontanarossa;Fontanarossa;IT;CTA;2;37.4028;15.1
CTC;Choya;Choya;Choya;AR;CTC;0;-28.4483;-65.7797
CTG;Rafael Nunez;Rafael Nunez;Rafael Nunez;CO;CTG;0;10.4467;-75.5108
CTL;Charleville;Charleville;Charleville;AU;CTL;0;-26.4133;146.26
CTM;Chetumal;Chetumal;Chetumal;MX;CTM;0;18.4819;-88.3333
CTS;Chitose;Chitose;Chitose;JP;SPK;0;42.7958;141.669
CTU;Chengdu;Chengdu;Chengdu;CN;CTU;0;30.7;103.95
CUC;Camilo Dazo;Camilo Dazo;Camilo Dazo;CO;CUC;0;7.93;-72.5094
CUE;Cuenca;Cuenca;Cuenca;EC;CUE;2;-2.86667;-78.9833
CUF;Levaldigi;Levaldigi;Levaldigi;IT;CUF;0;44.5353;7.6175
CUL;Fedl De Bachigualato;Fedl De Bachigualato;Fedl De Bachigualato;MX;CUL;0;24.7644;-107.474
CUM;Антонио Хосе дэ Сукре;Antonio Jose De Sucre;Антоніо Хосе де Сукре;VE;CUM;0;10.4478;-64.1919
CUN;Cancun;Cancun Aeropuerto Internacional;Cancun;MX;CUN;32;21.0333;-86.8667
CUR;Areopuerto Hato;Areopuerto Hato;Areopuerto Hato;AN;CUR;0;12.1942;-68.9606
CUU;Chihuahua;Chihuahua;Chihuahua;MX;CUU;0;28.6525;-106.094
CUZ;Tte Velazco Astete;Tte Velazco Astete;Tte Velazco Astete;PE;CUZ;0;-13.5294;-71.9597
CVG;Cincinnati No Kentucky;Cincinnati No Kentucky;Cincinnati No Kentucky;US;CVG;16;39.0478;-84.6686
CVM;Ciudad Victoria;Ciudad Victoria;Ciudad Victoria;MX;CVM;0;23.7139;-98.9653
CVN;Clovis;Clovis;Clovis;US;CVN;0;34.4272;-103.079
CVO;Corvallis;Corvallis;Corvallis;US;CVO;0;44.6333;-123.117
CVQ;Carnarvon;Carnarvon;Carnarvon;AU;CVQ;0;-24.88;113.667
CVT;Baginton;Baginton;Baginton;GB;CVT;0;52.3692;-1.47861
CVU;Corvo;Corvo;Corvo;PT;CVU;0;39.7;-31.1
CWA;Central Wisconsin;Central Wisconsin;Central Wisconsin;US;AUW;0;44.7822;-89.6592
CWB;Afonso Pena;Afonso Pena;Afonso Pena;BR;CWB;0;-25.5267;-49.1778
CWL;Кардифф Уэльс;Cardiff Wales;Кардіфф Уельс;GB;CWL;0;51.3975;-3.34667
CXH;Coal Harbor база гидросамолетов;Coal Harbor Sea Plane;Coal Harbor база гидросамолетов;CA;YVR;0;49.2667;-123.117
CXJ;Campo Dos Bugres;Campo Dos Bugres;Campo Dos Bugres;BR;CXJ;0;-29.1667;-51.1833
CXR;Cam Ranh;Cam Ranh;Cam Ranh;VN;CXR;0;11.9936;109.225
CYB;Gerrard Smith;Gerrard Smith;Gerrard Smith;KY;CYB;0;19.6867;-79.8875
CYO;Cayo Largo Del Sur;Cayo Largo Del Sur;Cayo Largo Del Sur;CU;CYO;0;21.6167;-81.5167
CYS;Cheyenne;Cheyenne;Cheyenne;US;CYS;8;41.1558;-104.817
CZE;Coro;Coro;Coro;VE;CZE;0;11.4158;-69.6819
CZL;Ain El Bey;Ain El Bey;Ain El Bey;DZ;CZL;0;36.2769;6.63
CZM;De Cozumel;Aeropuerto De Cozumel;De Cozumel;MX;CZM;0;20.5167;-86.9333
CZS;Campo;Campo;Campo;BR;CZS;0;-7.58333;-72.7833
CZX;Changzhou;Changzhou;Changzhou;CN;CZX;0;31.7;119.967
DAB;Daytona Beach региональный;Daytona Beach Regional;Daytona Beach региональный;US;DAB;0;29.1825;-81.0528
DAC;Zia;Zia Intl;Zia;BD;DAC;3;23.7806;90.3861
DAD;Da Nang;Da Nang;Da Nang;VN;DAD;1;16.0422;108.204
DAL;Love Field;Love Field;Love Field;US;DFW;0;32.8469;-96.8533
DAM;Дамаск;Damascus;Дамаск;SY;DAM;2;33.4139;36.5178
DAR;Эс-Салам;Es Salaam;Ес-Салам;TZ;DAR;0;-6.87528;39.2019
DAT;Датон;Datong;Датон;CN;DAT;0;30.8;117.733
DAY;Dayton;Dayton International;Dayton;US;DAY;0;39.9;-84.2211
DBO;Dubbo;Dubbo;Dubbo;AU;DBO;0;-32.2192;148.577
DBQ;Dubuque;Dubuque;Dubuque;US;DBQ;0;42.41;-90.7108
DBV;Дубровник;Dubrovnik;Дубровнік;HR;DBV;4;42.5633;18.2653
DCA;Рональд Рейган национальный;Ronald Reagan National;Рональд Рейган національний;US;WAS;0;38.8517;-77.0369
DCF;Canefield;Canefield;Canefield;DM;DOM;1;15.5;-61.3333
DCM;Mazamet;Mazamet;Mazamet;FR;DCM;0;43.5558;2.28417
DDC;Dodge City;Dodge City;Dodge City;US;DDC;0;37.7617;-99.965
DDG;Dandong;Dandong;Dandong;CN;DDG;0;40;125
DEC;Decatur;Decatur;Decatur;US;DEC;0;39.8342;-88.8686
DED;Джолли Грант;Jolly Grant;Джоллі Грант;IN;DED;0;30.3167;78.0333
DEL;Дели Индира Ганди;Delhi Indira Gandhi;Делі Індіра Ганді;IN;DEL;60;28.5736;77.1008
DEN;Денвер;Denver;Денвер;US;DEN;7;39.8547;-104.718
DEZ;Al Jafrah;Al Jafrah;Al Jafrah;SY;DEZ;0;35.3333;40.15
DFW;Даллас Форт Уэрт;Dallas Ft Worth;Даллас Форт Уерт;US;DFW;5;32.8944;-97.0297
DGO;Guadalupe Victoria;Guadalupe Victoria;Guadalupe Victoria;MX;DGO;0;24.125;-104.525
DHM;Gaggal Arpt;Gaggal;Gaggal Arpt;IN;DHM;0;32.3;76.2667
DHN;Dothan;Dothan;Dothan;US;DHN;2;31.32;-85.4483
DIB;Chabua;Chabua;Chabua;IN;DIB;0;27.4839;95.0208
DIE;Antsiranana Arrachart ;Antsiranana Arrachart;Antsiranana Arrachart ;MG;DIE;0;-12.3461;49.2925
DIG;Diging;Diging;Diging;CN;DIG;0;27.7897;99.6778
DIK;Dickinson;Dickinson;Dickinson;US;DIK;0;46.8333;-102.9
DIL;Comoro;Comoro;Comoro;TL;DIL;0;-8.53333;125.577
DIN;Gialam;Gialam;Gialam;VN;DIN;0;21.3833;103
DIR;Aba Tenna D Yilma;Aba Tenna D Yilma;Aba Tenna D Yilma;ET;DIR;0;9.62222;41.8508
DIU;Diu;Diu;Diu;IN;DIU;0;20.7167;70.9167
DIY;Diyarbakirarpt;Diyarbakirarpt;Diyarbakirarpt;TR;DIY;0;37.8953;40.2031
DJB;Sultan Taha Syarifudin;Sultan Taha Syarifudin;Sultan Taha Syarifudin;ID;DJB;0;-1.63472;103.642
DJE;Melita;Melita;Melita;TN;DJE;0;33.8742;10.7833
DKR;Leopold Sedar Senghor;Leopold Sedar Senghor;Leopold Sedar Senghor;SN;DKR;0;14.7408;-17.4906
DLA;Douala;Douala;Douala;CM;DLA;0;4.01333;9.70917
DLC;Dalian;Dalian;Dalian;CN;DLC;0;38.9667;121.55
DLG;Dillingham;Dillingham;Dillingham;US;DLG;0;59.05;-158.5
DLH;Duluth;Duluth;Duluth;US;DLH;0;46.8425;-92.1903
DLI;Lienkhang;Lienkhang;Lienkhang;VN;DLI;0;11.7497;108.378
DLM;Dalman;Dalman;Dalman;TR;DLM;5;36.7167;28.7833
DLU;Dali;Dali;Dali;CN;DLU;0;25.6667;100.317
DMD;Doomadgee;Doomadgee;Doomadgee;AU;DMD;0;-18;138.833
DME;Домодедово;Domodedovo;Домодєдово;RU;MOW;1569;55.4174;37.8968
DMK;Дон Муанг;Don Muang;Дон Муанг;TH;BKK;0;13.9125;100.607
DMM;King Fahad;King Fahad;King Fahad;SA;DMM;2;26.4667;49.8
DND;Riverside Park;Riverside Park;Riverside Park;GB;DND;0;56.4528;-3.00833
DNH;Dunhuang;Dunhuang;Dunhuang;CN;DNH;0;40.2;94.6833
DNK;Днепропетровска/п;Dnepropetrovsk;Дніпропетровськ;UA;DNK;2;48.45;34.9833
DNR;Pleurtuit;Pleurtuit;Pleurtuit;FR;DNR;0;48.5878;-2.08361
DNZ;Cardak;Cardak;Cardak;TR;DNZ;1;37.7872;29.7033
DOH;Доха;Doha;Доха;QA;DOH;2;25.2569;51.5664
DOK;Донецк;Donetsk;Донецьк;UA;DOK;28;48.0833;37.75
DOM;Melville Hall;Melville Hall;Melville Hall;DM;DOM;2;15.5431;-61.3092
DOV;Dover база ВВС;Dover AFB;Dover база ВВС;US;DOV;0;39.1286;-75.4642
DPA;Dupage окр.;Dupage County;Дюпедж окр.;US;CHI;0;41.9144;-88.2464
DPL;Dipolog;Dipolog;Dipolog;PH;DPL;0;8.6;123.35
DPO;Devonport;Devonport;Devonport;AU;DPO;0;-41.1708;146.425
DPS;Ngurah Rai;Ngurah Rai;Ngurah Rai;ID;DPS;58;-8.74861;115.165
DRO;Durango La Plata окр.;Durango La Plata Cty;Durango La Plata окр.;US;DRO;0;37.15;-107.751
DRS;Дрезден;Dresden;Дрезден;DE;DRS;0;51.1333;13.7667
DRT;Del Rio;International Del Rio;Del Rio;US;DRT;0;29.3333;-100.978
DRW;Дарвин;Darwin;Дарвін;AU;DRW;0;-12.4167;130.872
DSA;Finningley;Finningley;Finningley;GB;DSA;0;53.4753;-1.00389
DSM;Де-Мойн;Des Moines Airport;Де-Мойн;US;DSM;0;41.5339;-93.6567
DTM;Wickede Dortmund;Wickede Dortmund;Wickede Dortmund;DE;DTM;2;51.5167;7.6
DTW;Detroit Metro Wayne окр.;Detroit Metro Wayne Cnty;Detroit Metro Wayne окр.;US;DTT;16;42.2186;-83.3486
DUB;Дублин;Dublin;Дублін;IE;DUB;99;53.4325;-6.25222
DUD;Momona;Momona;Momona;NZ;DUD;0;-45.925;170.2
DUJ;Dubois Jefferson окр.;Dubois Jefferson Cty;Dubois Jefferson окр.;US;DUJ;0;41.1783;-78.8989
DUR;Durban;Durban;Durban;ZA;DUR;0;-29.9692;30.9569
DUS;Дюссельдорф;Dusseldorf;Дюссельдорф;DE;DUS;176;51.2811;6.75278
DUT;Emergency Field;Emergency Field;Emergency Field;US;DUT;0;53.9011;-166.536
DVL;Devils Lake;Devils Lake;Devils Lake;US;DVL;0;48.1131;-98.9075
DVN;Давенпорт;Davenport;Давенпорт;US;DVN;0;41.6106;-90.5886
DVO;Mati;Mati;Mati;PH;DVO;0;7.13167;125.649
DVX;Делавэр аэродром;Delaware Airpark;Делавер аеродром;US;DOV;0;0;0
DXB;Дубаи;Dubai;Дубаї;AE;DXB;58;25.25;55.3578
DYG;Dayong;Dayong;Dayong;CN;DYG;0;29.1333;110.483
DYR;Анадырь;Anadyr;Анадир;RU;DYR;1;64.7333;177.75
DYU;Душанбе;Dushanbe;Душанбе;TJ;DYU;0;38.55;68.8236
DZA;Dzaoudzi;Dzaoudzi;Dzaoudzi;YT;DZA;0;-12.7833;45.2833
EAA;Eagle;Eagle;Eagle;US;EAA;0;64.7767;-141.149
EAM;Nejran;Nejran;Nejran;SA;EAM;0;17.6117;44.4297
EAR;Kearney;Kearney Arrpt;Kearney;US;EAR;0;40.7283;-98.9989
EAS;Сан-Себастьян;San Sebastian;Сан-Себастьян;ES;EAS;0;43.3578;-1.79
EAT;Pangborn Memorial Fld;Pangborn Memorial Fld;Pangborn Memorial Fld;US;EAT;0;47.3997;-120.208
EAU;Claire;Claire Airport;Claire;US;EAU;0;44.8644;-91.4872
EBB;Entebbe;Entebbe;Entebbe;UG;EBB;4;0.0425;32.4381
EBJ;Esbjerg;Esbjerg;Esbjerg;DK;EBJ;0;55.5264;8.5525
EBL;Erbil Arpt;Erbil;Erbil Arpt;IQ;EBL;0;36.2375;43.9631
ECN;Ercan;Ercan;Ercan;CY;ECN;2;35.1597;33.4897
EDI;Эдинбург;Edinburgh;Эдінбург;GB;EDI;31;55.95;-3.3725
EDL;Eldoret;Eldoret;Eldoret;KE;EDL;0;0.516667;35.2833
EDR;Edward River;Edward River;Edward River;AU;EDR;0;-14.9;141.617
EFL;Argostoli;Argostoli;Argostoli;GR;EFL;0;38.1181;20.5056
EGC;Roumaniere;Roumaniere;Roumaniere;FR;EGC;0;44.85;0.483333
EGE;Eagle окр.;Eagle County;Ігл окр.;US;EGE;0;39.645;-106.912
EGM;Sege Arpt;Sege;Sege Arpt;SB;EGM;0;-8.55;157.85
EGO;Белгород;Belgorod;Бєлгород;RU;EGO;0;50.6333;36.65
EGS;Egilsstadir;Egilsstadir;Egilsstadir;IS;EGS;3;65.2778;-14.4028
EGV;Eagle River Union;Eagle River Union;Eagle River Union;US;EGV;0;45.9292;-89.2658
EIN;Welschap;Welschap;Welschap;NL;EIN;0;51.4533;5.38889
EIS;Beef Island;Beef Island;Beef Island;VG;EIS;0;18.4439;-64.5428
EJA;Variguies;Variguies;Variguies;CO;EJA;0;7.01583;-73.7992
EKO;J C Harris Field;J C Harris Field;J C Harris Field;US;EKO;0;40.8239;-115.79
ELH;North Eleuthera;North Eleuthera;North Eleuthera;BS;ELH;0;25.4747;-76.685
ELM;Elmira Corning региональный;Elmira Corning Regional;Elmira Corning региональный;US;ELM;0;42.1608;-76.8953
ELP;Эль-Пасо;El Paso;Эль-Пасо;US;ELP;0;31.8011;-106.399
ELQ;Gassim;Gassim;Gassim;SA;ELQ;0;26.3033;43.7708
ELS;Ист-Лондон;East London;Іст-Лондон;ZA;ELS;0;-33.0361;27.8239
ELY;Yelland Field;Yelland Field;Yelland Field;US;ELY;0;39.3019;-114.842
EMA;East Midlands;East Midlands;East Midlands;GB;NQT;1;52.8311;-1.32806
EMD;Emerald;Emerald;Emerald;AU;EMD;0;-23.57;148.178
ENA;Кенай;Kenai;Кєнаї;US;ENA;0;60.5675;-151.251
ENW;Kenosha;Kenosha;Kenosha;US;ENW;0;42.5833;-87.8167
ENY;Yanan Arpt;Yanan;Yanan Arpt;CN;ENY;0;36;109.333
EOH;Enrique Olaya Herrara;Enrique Olaya Herrara;Enrique Olaya Herrara;CO;MDE;0;6.21667;-75.5833
EOI;Eday;Eday;Eday;GB;EOI;0;59.1833;-2.78333
EPR;Esperance;Esperance;Esperance;AU;EPR;0;-33.685;121.824
EQS;Esquel;Esquel;Esquel;AR;EQS;0;-42.9097;-71.1425
